ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,cumulative,cumulative_lower,cumulative_upper
2028-05-31,17094900.994768847,97726316.98807916,129884077.66480011,16577788.193815771,17597751.396376874,-0.26731822397889515,-0.26731822397889515,-0.26731822397889515,5.649731844777924,5.649731844777924,5.649731844777924,5.917050068756819,5.917050068756819,5.917050068756819,0.0,0.0,0.0,113676507.52824022,925233577.7060263,343966641.5186137,1509237695.4862773
2028-06-30,17267188.633738127,-19650782.211737186,12104298.345869835,16727281.488386324,17794797.387421448,-0.08640148072884204,-0.08640148072884204,-0.08640148072884204,-1.2569441460759412,-1.2569441460759412,-1.2569441460759412,-1.1705426653470992,-1.1705426653470992,-1.1705426653470992,0.0,0.0,0.0,-4436703.038628041,920796874.6673982,324315859.3068765,1521341993.8321471
2028-07-31,17445219.194006395,-18868941.87075542,12308965.842067312,16872994.662453096,17991159.72651288,-0.2673182239788762,-0.2673182239788762,-0.2673182239788762,-1.169506648309837,-1.169506648309837,-1.169506648309837,-0.9021884243309608,-0.9021884243309608,-0.9021884243309608,0.0,0.0,0.0,-2957080.6346064615,917839794.0327919,305446917.43612105,1533650959.6742144
2028-08-31,17623249.754274648,-11233011.684778666,20293413.74827125,17036259.803483307,18196886.633367714,-0.4027336203948091,-0.4027336203948091,-0.4027336203948091,-0.7456472508516566,-0.7456472508516566,-0.7456472508516566,-0.34291363045684753,-0.34291363045684753,-0.34291363045684753,0.0,0.0,0.0,4482522.023927623,922322316.0567194,294213905.7513424,1553944373.4224858
2028-09-30,17795537.393243928,-8558787.016279554,23011175.509349227,17191327.45410132,18391677.894859057,-0.26731822397853333,-0.26731822397853333,-0.26731822397853333,-0.5576908082248578,-0.5576908082248578,-0.5576908082248578,-0.2903725842463244,-0.2903725842463244,-0.2903725842463244,0.0,0.0,0.0,7871129.761610041,930193445.8183295,285655118.73506284,1576955548.931835
2028-10-31,17973567.953512184,-6212305.240355617,26474585.864032067,17352326.56158539,18594567.92891643,-0.4027336203946281,-0.4027336203946281,-0.4027336203946281,-0.47390215213886333,-0.47390215213886333,-0.47390215213886333,-0.07116853174423521,-0.07116853174423521,-0.07116853174423521,0.0,0.0,0.0,9455855.418728655,939649301.2370582,279442813.4947072,1603430134.795867
2028-11-30,18145855.592481468,-461383.1427009855,31615576.105030842,17501556.903458968,18785525.273046162,-0.26731822397941285,-0.26731822397941285,-0.26731822397941285,-0.16244267658988387,-0.16244267658988387,-0.16244267658988387,0.10487554738952914,0.10487554738952914,0.10487554738952914,0.0,0.0,0.0,15198194.241025265,954847495.4780834,278981430.35200626,1635045710.9008977
2028-12-31,18323886.152749725,-5133108.174530876,27449029.110819343,17651085.746251155,18986983.17323576,-0.40273362039518534,-0.40273362039518534,-0.40273362039518534,-0.388696863970137,-0.388696863970137,-0.388696863970137,0.014036756425048369,0.014036756425048369,0.014036756425048369,0.0,0.0,0.0,11201449.069430089,966048944.5475135,273848322.1774754,1662494740.011717
2029-01-31,18501916.71301798,-15291170.63517695,16591877.83498237,17805167.011893257,19186731.754734978,-0.463352401551166,-0.463352401551166,-0.463352401551166,-0.9826036771506022,-0.9826036771506022,-0.9826036771506022,-0.5192512755994361,-0.5192512755994361,-0.5192512755994361,0.0,0.0,0.0,321865.31647233065,966370809.8639858,258557151.54229844,1679086617.8466995
2029-02-28,18662718.50938931,-6508119.887109039,25364844.96645768,17936383.43810038,19378180.20695637,0.2559578040993343,0.2559578040993343,0.2559578040993343,-0.5014038621138143,-0.5014038621138143,-0.5014038621138143,-0.7573616662131486,-0.7573616662131486,-0.7573616662131486,0.0,0.0,0.0,9305159.371238543,975675969.2352244,252049031.6551894,1704451462.813157
2029-03-31,18840749.069657568,-15462586.636269301,15138086.798413327,18089701.58638832,19577964.000493594,0.10103516373882539,0.10103516373882539,0.10103516373882539,-1.0015563723685343,-1.0015563723685343,-1.0015563723685343,-1.1025915361073597,-1.1025915361073597,-1.1025915361073597,0.0,0.0,0.0,-29323.221254504155,975646646.0139699,236586445.01892006,1719589549.6115704
2029-04-30,19013036.708626855,-6502329.9091541525,26000767.363836147,18233274.068207443,19780011.11105811,0.25595780409907876,0.25595780409907876,0.25595780409907876,-0.5373446584255716,-0.5373446584255716,-0.5373446584255716,-0.79330246252465,-0.79330246252465,-0.79330246252465,0.0,0.0,0.0,8796482.992796905,984443129.0067668,230084115.1097659,1745590316.9754064
2029-05-31,19191067.26889511,117419066.82752663,152270966.5110234,18384952.37043297,19990699.760778204,0.10103516373792432,0.10103516373792432,0.10103516373792432,5.999748341707041,5.999748341707041,5.999748341707041,5.898713177969117,5.898713177969117,5.898713177969117,0.0,0.0,0.0,134332641.2910368,1118775770.2978034,347503181.9372925,1897861283.48643
2029-06-30,19363354.907864388,-15778545.03954702,15041759.700913534,18536950.1687869,20195487.81830797,0.2559578040991869,0.2559578040991869,0.2559578040991869,-0.951361884018393,-0.951361884018393,-0.951361884018393,-1.2073196881175798,-1.2073196881175798,-1.2073196881175798,0.0,0.0,0.0,941797.1018017282,1119717567.3996053,331724636.8977455,1912903043.1873434
2029-07-31,19541385.46813265,-11200281.673977027,20757565.535849124,18693583.28876571,20394285.05389625,0.1010351637391532,0.1010351637391532,0.1010351637391532,-0.798456988592368,-0.798456988592368,-0.798456988592368,-0.8994921523315211,-0.8994921523315211,-0.8994921523315211,0.0,0.0,0.0,3938429.6743247923,1123655997.07393,320524355.2237685,1933660608.7231925
2029-08-31,19719416.028400913,-3725635.149022973,27559311.913074836,18830024.367742278,20592853.075335745,-0.08640148072770867,-0.08640148072770867,-0.08640148072770867,-0.4159910491759281,-0.4159910491759281,-0.4159910491759281,-0.32958956844821946,-0.32958956844821946,-0.32958956844821946,0.0,0.0,0.0,11516315.465609804,1135172312.5395398,316798720.07474554,1961219920.6362672
2029-09-30,19891703.667370185,168772.4746421097,32291231.63917299,18991418.34287851,20790808.900304105,0.10103516373825212,0.10103516373825212,0.10103516373825212,-0.17492273632349237,-0.17492273632349237,-0.17492273632349237,-0.2759579000617445,-0.2759579000617445,-0.2759579000617445,0.0,0.0,0.0,16412192.431737743,1151584504.9712777,316967492.5493876,1993511152.2754402
2029-10-31,20069734.227638446,-688481.4783373154,33497141.164282285,19124081.51725194,20995125.03677108,-0.08640148072964281,-0.08640148072964281,-0.08640148072964281,-0.14573125628353784,-0.14573125628353784,-0.14573125628353784,-0.059329775553895014,-0.059329775553895014,-0.059329775553895014,0.0,0.0,0.0,17144946.645367976,1168729451.6166456,316279011.0710503,2027008293.4397225
2029-11-30,20242021.866607733,8491016.052144239,39691242.19757352,19265629.651578724,21191164.299738895,0.10103516373873617,0.10103516373873617,0.10103516373873617,0.2044897830884012,0.2044897830884012,0.2044897830884012,0.10345461934966499,0.10345461934966499,0.10345461934966499,0.0,0.0,0.0,24381308.52738102,1193110760.1440268,324770027.1231945,2066699535.637296
